state,ws,wd,ti,mol,weight
11537,5.82,80.2,0.051,-1740.5,0.0001289203341011
11538,22.65,306.4,0.071,,0.0001187817701779
11539,15.25,207.1,0.018,,0.0001488085063865
11540,8.59,329.4,0.033,,3.4369452292393136e-05
11541,14.06,342.0,0.044,1023.9,2.1819683199347385e-05
11542,7.72,122.7,0.112,,7.451574542700357e-05
11543,20.97,212.5,0.119,-1863.1,0.0001633029852606
11544,7.49,55.9,0.161,-1521.6,0.0001615437469603
11545,15.45,2.4,0.053,-944.0,4.7712911541935534e-05
11546,11.45,101.5,0.14,,8.804587386192423e-05
11547,11.01,120.7,0.171,114.9,9.81556706391728e-05
11548,8.77,301.3,0.147,1030.8,2.305260821497375e-05
11549,17.83,278.1,0.101,140.5,1.6800307027563938e-05
11550,19.21,87.8,0.105,-974.3,0.000109685808565
11551,12.9,132.3,0.019,,7.903258351731492e-05
11552,6.68,270.8,0.175,1104.2,9.664757061615684e-05
11553,13.48,184.0,0.103,-1795.4,6.820151117558546e-05
11554,14.17,175.6,0.098,,8.572221932102216e-06
11555,24.27,86.4,0.047,678.7,2.327985732296328e-05
11556,5.27,25.0,0.095,575.8,0.0001599797804204
11557,13.46,284.8,0.015,646.6,0.0001301034769942
11558,8.81,297.0,0.131,1919.8,0.0001184128854763
11559,24.78,70.4,0.035,-1025.0,1.0878430733106871e-05
11560,9.34,94.0,0.144,1905.0,0.0001021210524934
11561,19.08,20.5,0.136,,0.0001218327970592
11562,6.56,246.7,0.023,-1524.9,9.61027278955954e-05
11563,16.88,106.5,0.014,-516.2,1.2512234903158836e-05
11564,8.68,335.6,0.113,638.1,1.989089249565252e-05
11565,5.05,102.2,0.061,1497.3,7.521460452731544e-05
11566,24.29,220.4,0.123,-227.1,0.0001582084298398
11567,10.07,89.9,0.026,,0.0001075795224148
11568,5.71,177.9,0.056,1053.8,0.0001670496322298
11569,16.11,295.1,0.107,-1285.4,0.0001058269273331
11570,7.8,27.4,0.113,840.6,9.041055031122976e-05
11571,15.17,344.3,0.067,548.3,1.128344272159378e-05
11572,21.31,209.7,0.06,163.6,1.0699820273479726e-06
11573,19.41,22.8,0.013,1599.0,0.0001632642905358
11574,20.67,48.8,0.15,-1802.0,0.0001182796598696
11575,24.78,67.7,0.062,1615.5,6.729996838229875e-05
11576,11.64,84.0,0.03,,8.21153427333887e-07
11577,15.94,321.2,0.114,,0.0001665337236787
11578,13.32,265.7,0.081,,0.0001311698430462
11579,24.3,111.7,0.016,634.5,0.0001296985449268
11580,19.53,236.4,0.176,,1.908636964680622e-05
11581,16.47,129.5,0.072,203.9,1.3961729327433887e-05
11582,15.51,217.4,0.149,,3.2673618681362784e-05
11583,8.82,180.5,0.103,1706.7,7.828160188865172e-05
11584,8.75,215.0,0.118,166.5,3.795148372753919e-05
11585,7.25,207.5,0.025,-1459.6,5.8271697037309794e-05
11586,7.48,149.3,0.081,,6.400545604563567e-05
11587,21.4,45.3,0.151,1953.0,4.230430640940046e-05
11588,14.91,61.9,0.061,1502.8,0.0001394000309807
11589,11.98,145.4,0.136,,6.735220301840783e-05
11590,16.21,296.9,0.178,-305.2,8.14651461974006e-05
11591,19.7,323.4,0.112,,7.953429369489853e-05
11592,22.73,28.3,0.138,302.1,8.426021043017933e-05
11593,21.5,261.3,0.012,-1557.4,0.0001185406077787
11594,19.68,245.1,0.178,-1397.7,3.944299947392628e-05
11595,11.31,227.6,0.013,-1738.7,0.000153817158948
11596,21.99,14.9,0.036,-1947.9,0.0001406239671471
11597,16.6,212.9,0.151,854.8,0.0001139186489955
11598,19.58,266.0,0.012,524.1,4.436223119861853e-05
11599,22.3,354.9,0.031,,0.0001147643499272
11600,9.71,60.4,0.175,-111.9,0.0001388388795854
11601,10.24,288.3,0.069,-1637.2,6.255306998770916e-05
11602,14.07,42.0,0.153,,4.240427716727028e-05
11603,17.89,303.8,0.081,1534.7,0.00012700438225
11604,20.13,76.8,0.123,467.4,1.925835892307268e-05
11605,21.85,161.6,0.148,,3.897086463422404e-05
11606,14.08,86.4,0.087,,0.0001071017219581
11607,15.11,115.2,0.131,-1061.3,0.0001275316979315
11608,7.56,3.0,0.138,1042.8,2.0929544156335665e-05
11609,12.03,53.9,0.013,-1306.6,0.0001042057923006
11610,14.38,286.4,0.135,-864.0,6.507578020645506e-05
11611,15.04,137.8,0.068,-624.8,0.0001526761045493
11612,5.97,31.0,0.147,-935.3,1.507597115922016e-05
11613,20.28,110.2,0.115,-1405.2,0.0001126074407611
11614,11.87,20.0,0.061,-1267.0,8.288616115418051e-05
11615,11.68,298.6,0.168,-830.5,3.812391551083255e-05
11616,5.65,140.4,0.017,448.7,7.422890256238499e-05
11617,11.74,45.6,0.095,1166.2,0.0001243320135044
11618,7.46,307.4,0.029,1267.2,8.608232303430875e-05
11619,17.4,146.4,0.161,1408.4,6.575067712462614e-05
11620,13.08,177.2,0.013,-1721.9,1.39227026337777e-05
11621,17.05,70.7,0.122,479.3,0.0001296919557809
11622,6.06,112.8,0.037,519.1,0.0001581212457747
11623,10.72,356.3,0.127,-1762.8,0.0001446990472464
11624,12.91,343.4,0.126,1243.0,1.5662948805039974e-05
11625,11.62,223.5,0.046,-387.0,0.0001165111192784
11626,8.99,122.7,0.148,,2.632355167698688e-05
11627,17.1,224.5,0.016,,0.0001272993899994
11628,11.49,37.1,0.123,-635.2,0.0001144599864834
11629,5.28,280.4,0.133,,4.923003224213283e-05
11630,18.08,198.8,0.107,362.4,5.006688467662611e-05
11631,8.2,307.4,0.073,-1517.3,0.0001526042601472
11632,10.21,75.4,0.03,,1.189091752339356e-05
11633,18.73,258.7,0.101,1199.0,0.0001523102805259
11634,17.97,108.8,0.076,242.1,0.0001345661796075
11635,24.5,44.4,0.142,,7.07281015097851e-05
11636,14.84,52.1,0.076,1934.4,7.147257749672391e-05
11637,18.1,78.8,0.062,-824.7,4.900649740172128e-05
11638,7.24,70.7,0.134,-1171.4,0.0001401359341828
11639,11.79,303.0,0.091,-205.0,1.743090485195157e-05
11640,20.61,275.8,0.057,-395.7,0.0001230676875119
11641,9.05,14.5,0.163,-1210.6,0.0001521492895811
11642,6.66,302.6,0.081,-311.2,6.4577974025006176e-06
11643,6.12,166.5,0.035,-409.0,3.8116131885190097e-06
11644,22.16,299.1,0.027,,7.330738192322825e-05
11645,23.48,318.7,0.051,,0.0001628052305403
11646,11.75,349.7,0.171,1956.2,3.201121852482725e-05
11647,10.72,191.7,0.023,440.9,0.0001113968355169
11648,6.36,45.8,0.102,828.0,2.392360097087158e-05
11649,16.98,50.5,0.038,,3.303590781380396e-05
11650,12.29,34.9,0.065,,4.303596469751868e-05
11651,18.44,155.0,0.104,-1373.7,5.095891530001538e-05
11652,18.3,84.3,0.017,-749.5,6.550893506949504e-05
11653,18.93,308.1,0.024,,0.0001094947957629
11654,16.5,203.0,0.135,1358.3,0.0001645101654564
11655,10.22,31.5,0.078,707.9,5.961158193372675e-05
11656,6.38,16.2,0.125,1908.3,0.0001003744981452
11657,18.17,214.5,0.103,1704.9,2.506274128549926e-06
11658,19.5,200.7,0.106,-116.5,7.393142064728032e-05
11659,16.91,81.7,0.017,952.2,5.422854671383309e-05
11660,9.94,54.2,0.165,588.7,0.0001556430542359
11661,11.75,210.8,0.047,1198.2,8.806341049924073e-05
11662,6.85,173.0,0.165,1482.7,0.0001189554665831
11663,13.01,4.5,0.157,139.2,5.70997112804931e-05
11664,16.69,73.9,0.069,,9.888088747828153e-05
11665,12.78,104.9,0.083,-956.4,0.000129298191872
11666,14.43,225.4,0.133,1473.2,2.122972318583736e-05
11667,18.26,121.2,0.164,,5.883771743304796e-06
11668,20.64,160.7,0.094,,0.0001478237942813
11669,15.37,336.3,0.086,1302.8,0.0001135472161457
11670,22.2,102.1,0.179,,6.518234111284255e-05
11671,20.52,197.7,0.106,,7.74544922507636e-05
11672,21.32,65.0,0.122,,6.895212222354269e-05
11673,23.5,93.0,0.129,-1586.0,0.0001650457087973
11674,22.51,209.2,0.097,-1190.8,0.0001446482998129
11675,16.97,118.9,0.012,1244.9,0.0001191488972477
11676,18.32,170.0,0.026,-1013.5,3.982549994126246e-05
11677,6.64,100.3,0.115,,0.0001022148400868
11678,11.42,71.1,0.145,-1219.3,8.390799623974919e-05
11679,23.57,266.5,0.091,-520.2,2.3500547852037684e-05
11680,20.12,329.9,0.051,,0.0001666909662098
11681,10.69,44.2,0.034,825.6,0.0001593876684073
11682,19.34,214.6,0.065,962.6,4.901400575749525e-05
11683,21.11,210.4,0.169,188.6,0.000117013269309
11684,17.36,190.4,0.031,1669.1,6.961584052249953e-05
11685,22.42,178.0,0.108,129.8,6.179234061243731e-05
11686,24.71,323.2,0.094,611.2,9.450812241347382e-05
11687,23.86,164.9,0.034,-1589.4,8.175828255544567e-05
11688,22.59,201.4,0.165,,4.579231962066493e-05
11689,13.79,312.2,0.04,-1080.7,0.0001292547625365
11690,9.74,95.4,0.1,561.2,4.178796982025478e-05
11691,17.71,253.3,0.026,-780.0,8.95397118773331e-05
11692,19.4,122.6,0.078,,1.703189207698087e-06
11693,15.7,291.9,0.178,-1555.9,0.0001141051115688
11694,7.57,311.3,0.124,926.1,0.0001230362395309
11695,11.06,153.6,0.092,645.2,0.0001394668087802
11696,20.08,280.1,0.156,-1834.0,0.0001158427093694
11697,20.15,146.9,0.148,,0.0001269179497582
11698,22.01,0.3,0.134,,4.101739016376963e-06
11699,22.76,137.9,0.072,754.6,1.8965892902492188e-05
11700,16.89,232.6,0.1,-1743.4,6.989774765311727e-05
11701,18.75,229.5,0.176,543.9,5.292368132498475e-05
11702,10.09,297.9,0.153,,0.0001672472978921
11703,7.63,288.0,0.104,-1356.2,1.09886706171492e-06
11704,13.53,180.1,0.127,-1668.8,0.000120702327266
11705,15.9,214.0,0.109,1640.2,1.3889981022957788e-05
11706,13.57,290.1,0.159,598.2,0.0001340607420805
11707,19.88,143.3,0.1,-1416.8,7.604032193852439e-05
11708,11.31,299.5,0.066,378.6,0.000147537517377
11709,24.73,249.7,0.088,450.8,4.568022619290688e-05
11710,9.74,216.8,0.108,,0.0001414979011969
11711,18.07,339.7,0.055,-540.4,0.0001287167205682
11712,21.59,302.8,0.146,-1920.8,0.0001050056470502
11713,21.25,75.1,0.169,725.1,0.000124965710427
11714,24.54,126.7,0.054,1983.6,3.732213816823799e-05
11715,17.37,65.2,0.08,,0.0001559838121785
11716,12.77,266.8,0.062,,7.186114321306647e-05
11717,20.92,230.2,0.124,965.6,3.949800221872859e-05
11718,19.27,83.1,0.083,938.2,0.0001176512434158
11719,24.69,54.9,0.155,496.3,0.0001603882572595
11720,5.99,106.5,0.081,,7.996224538466164e-05
11721,18.78,349.2,0.163,611.3,2.7464157056471296e-05
11722,21.81,349.1,0.058,-1138.8,5.646802684015662e-05
11723,22.54,8.4,0.09,871.9,0.0001524653669134
11724,10.78,187.9,0.168,-513.9,1.786162151348406e-05
11725,7.26,254.9,0.159,,5.311307623643448e-05
11726,9.92,224.2,0.013,-252.5,0.0001068483003093
11727,10.53,189.7,0.1,-1085.3,4.020543897751971e-05
11728,8.5,36.8,0.059,125.9,0.000104950060243
11729,7.61,126.5,0.136,456.0,0.0001602346760923
11730,18.66,111.9,0.112,-1101.6,0.0001239642275373
11731,8.02,112.1,0.088,354.8,7.120858411054272e-05
11732,15.53,233.9,0.053,1098.1,1.1796045313115883e-05
11733,8.22,285.5,0.159,-163.0,2.210333635958108e-05
11734,23.39,190.7,0.161,,0.0001154664749624
11735,11.25,130.0,0.108,-847.8,0.0001242669859231
11736,16.76,55.5,0.144,-1854.0,3.756787622681285e-06
11737,16.0,152.4,0.076,1226.4,0.0001402400586498
11738,19.42,31.6,0.141,,0.0001173160515869
11739,7.75,28.5,0.027,,0.0001212813273532
11740,10.75,11.0,0.095,237.1,1.50993398591125e-05
11741,10.12,230.5,0.032,1490.3,8.216371025470282e-05
11742,5.78,47.7,0.149,1975.9,9.333842453287091e-05
11743,7.17,190.8,0.04,-1426.3,1.6969046538685252e-05
11744,21.52,323.5,0.127,1817.4,2.0985038603357144e-05
11745,11.12,292.1,0.141,1224.0,9.543898694143204e-05
11746,14.73,178.1,0.164,1732.0,0.0001120313830464
11747,8.49,172.0,0.136,-1913.1,4.3629309303838034e-05
11748,8.32,315.3,0.078,-1272.8,2.4321256499847085e-05
11749,19.12,70.3,0.067,159.8,4.579379809665663e-06
11750,18.16,250.4,0.064,,4.725919943782439e-05
11751,24.21,235.7,0.045,1886.4,0.0001475531427635
11752,16.96,95.7,0.084,1966.8,2.1158645580258842e-07
11753,16.75,14.0,0.102,,7.505421693803956e-05
11754,12.03,297.7,0.084,,7.117835549057386e-07
11755,14.92,204.5,0.015,-791.5,1.7905456347869834e-06
11756,18.78,284.6,0.115,825.4,8.76500820448572e-05
11757,20.03,59.7,0.066,-823.0,3.2624748843254094e-05
11758,11.14,243.1,0.117,,0.0001408471881486
11759,10.87,281.9,0.151,,0.0001628172212267
11760,13.08,58.0,0.137,1878.2,0.0001478807017997
11761,9.51,46.7,0.099,,0.0001261635755224
11762,7.73,131.3,0.147,-1246.0,0.0001224501736998
11763,9.18,173.8,0.128,,0.0001126735645698
11764,8.25,226.8,0.173,-1275.1,1.0984364370606802e-06
11765,5.03,106.3,0.104,1955.6,6.497597924758635e-05
11766,9.27,127.2,0.075,1912.4,0.0001027575804644
11767,5.54,67.3,0.069,100.8,7.424619525446351e-05
11768,8.43,40.8,0.06,-1786.3,0.0001540087258383
11769,10.97,5.7,0.133,,0.0001261075306201
11770,9.39,143.0,0.039,668.4,0.0001024024480314
11771,8.19,351.6,0.154,-741.0,3.243017650841366e-05
11772,20.2,297.6,0.064,1198.7,3.605250583613098e-05
11773,6.47,12.9,0.059,768.9,6.437206355481149e-06
11774,18.3,182.4,0.037,-1135.6,8.932348211958508e-05
11775,15.82,49.6,0.046,184.5,9.967561364605276e-05
11776,10.34,243.6,0.016,542.5,0.0001613277940614
11777,5.14,324.0,0.145,298.7,4.980196290110057e-05
11778,14.19,104.4,0.067,-789.7,0.0001590374155807
11779,9.66,308.6,0.087,673.1,0.0001587621825423
11780,15.06,163.6,0.174,-1256.3,0.000101350528153
11781,9.06,32.5,0.088,,4.431581249796208e-05
11782,15.77,43.6,0.027,1927.5,0.0001376429830194
11783,20.93,76.2,0.158,1513.9,7.568562667140116e-05
11784,15.38,6.1,0.035,343.7,7.137793196150434e-05
11785,21.97,79.5,0.154,,0.000154229737009
11786,15.51,286.9,0.131,613.2,0.0001354065602009
11787,18.05,48.2,0.131,,6.102490704300775e-05
11788,10.62,35.3,0.135,369.5,0.0001628859001898
11789,8.3,174.3,0.178,1681.8,2.0665013230295463e-05
11790,5.49,202.3,0.048,,9.363222459808808e-05
11791,10.0,153.4,0.127,,0.0001667965805366
11792,19.37,222.9,0.058,,3.646972883399421e-05
11793,20.3,178.4,0.09,-299.7,0.0001180358856678
11794,20.54,183.4,0.055,137.5,0.0001488943211647
11795,9.16,65.6,0.116,861.6,9.996706224125588e-05
11796,14.6,323.0,0.075,768.7,0.0001405796943863
11797,21.9,41.5,0.034,106.1,8.486230264883622e-07
11798,17.31,279.1,0.057,1321.8,5.124081662773184e-05
11799,12.04,343.4,0.105,1125.9,0.0001187261751575
11800,23.24,149.9,0.049,,4.843933889522593e-05
11801,11.84,89.1,0.151,,5.947520906533064e-05
11802,22.49,152.7,0.056,556.6,5.753040258589556e-05
11803,5.91,161.0,0.032,,0.0001405452651851
11804,5.2,182.9,0.128,,0.00015772681761
11805,8.74,325.0,0.032,,0.0001258305101326
11806,20.29,96.1,0.059,-1104.6,0.0001659564642974
11807,17.63,121.9,0.066,,0.0001194999455907
11808,22.24,261.6,0.052,-1280.6,0.0001439193523899
11809,17.03,227.3,0.099,,2.9641738293113795e-05
11810,11.85,215.3,0.026,568.1,0.0001205979342274
11811,22.48,124.4,0.012,,0.0001457054325353
11812,22.19,333.1,0.17,1377.8,8.821911751837954e-05
11813,8.96,26.8,0.013,1285.3,7.010447266177496e-05
11814,11.03,161.8,0.164,1275.5,0.0001633101284987
11815,23.89,296.2,0.171,1892.9,0.0001031614487585
11816,6.29,18.3,0.052,,4.631406765663682e-05
11817,5.43,293.9,0.11,-374.4,0.000166210969217
11818,24.46,358.3,0.146,,5.55512315169544e-05
11819,9.05,323.6,0.064,,0.0001517449749814
11820,18.53,64.2,0.072,-1167.9,3.1325687808557514e-05
11821,17.59,343.8,0.106,-254.6,0.0001245134432178
11822,20.26,346.1,0.027,844.7,5.7712648352195634e-05
11823,23.97,209.7,0.117,,1.6222363411082753e-05
11824,10.05,284.9,0.114,255.0,8.766111435025919e-05
11825,13.41,116.2,0.1,1328.8,0.0001612733541522
11826,23.37,13.2,0.022,-1716.5,7.892392543302896e-05
11827,14.57,85.8,0.135,1820.2,6.239098533891242e-06
11828,13.43,58.0,0.151,936.6,0.0001185245156096
11829,7.68,193.9,0.044,-267.9,5.852042378851597e-05
11830,9.42,102.0,0.059,,1.975830236807224e-05
11831,21.12,69.0,0.092,1681.3,0.000154782551772
11832,7.35,202.1,0.145,-366.6,0.0001048000607345
11833,17.65,38.6,0.129,1325.2,8.508549406865956e-05
11834,13.22,316.0,0.128,-562.0,0.0001230104411287
11835,23.77,72.5,0.084,-1865.9,4.54216803166683e-05
11836,20.64,142.3,0.176,693.5,7.738630340510719e-06
11837,14.65,101.0,0.021,1299.3,0.000139192499406
11838,24.48,314.0,0.067,821.5,5.477484746884801e-05
11839,14.29,20.6,0.084,260.5,0.0001298292244346
11840,5.63,53.0,0.149,1221.3,0.0001495850585072
11841,9.99,214.0,0.014,-1405.3,0.0001469658816758
11842,20.12,355.7,0.118,-1661.8,9.502321684038056e-05
11843,23.64,197.7,0.041,488.9,0.0001422840810388
11844,12.67,28.1,0.01,,0.0001532414593353
11845,8.43,123.2,0.056,-1912.7,0.0001422558573864
11846,25.0,21.8,0.076,,8.323868089358272e-05
11847,12.29,140.4,0.012,-1356.9,2.70462415982202e-05
11848,23.93,3.2,0.029,,9.557120336495131e-05
11849,23.33,233.5,0.099,726.3,6.008130243371948e-05
11850,16.88,241.5,0.01,1615.6,0.0001287134273409
11851,11.48,126.1,0.167,1433.8,0.0001504462430458
11852,10.0,90.8,0.098,,8.499267527638677e-05
11853,10.36,71.5,0.074,-1468.2,1.430550570933439e-05
11854,5.22,202.1,0.053,188.4,9.06271580593763e-05
11855,15.09,209.8,0.054,146.6,4.205325180717907e-05
11856,13.66,353.5,0.121,1889.1,6.201163478214346e-05
11857,14.95,273.5,0.071,,9.02204193702824e-05
11858,20.75,214.1,0.046,-870.7,0.0001257221354064
11859,19.63,224.5,0.059,-1929.8,8.85901594860283e-05
11860,7.96,7.1,0.025,-1436.2,0.0001057121972129
11861,20.87,189.4,0.096,,0.0001137286084726
11862,11.85,296.4,0.043,,8.728763538256249e-05
11863,18.39,124.0,0.092,-168.0,4.773502295750588e-05
11864,6.0,62.9,0.059,-1499.6,3.3274674020316265e-05
11865,16.52,191.0,0.1,-926.1,5.8787320137515786e-05
11866,23.17,22.6,0.078,381.7,1.0833298451458496e-05
11867,15.76,47.3,0.068,1633.2,9.38721624840912e-05
11868,20.84,71.1,0.027,-807.4,0.0001288954365213
11869,9.4,77.4,0.043,197.9,8.959728487179132e-05
11870,9.57,248.1,0.084,,0.0001232007824976
11871,22.79,228.4,0.132,750.3,4.867080866196232e-05
11872,14.53,112.7,0.014,-482.6,0.000107662423245
11873,21.22,264.7,0.032,1081.5,0.0001295330225679
11874,19.17,13.2,0.086,-923.7,7.958971292334842e-05
11875,10.03,178.6,0.146,-452.5,9.214968240394008e-05
11876,23.57,83.4,0.14,541.5,0.0001035396342858
11877,16.7,149.8,0.151,1004.2,0.0001077329879061
11878,8.9,335.5,0.172,989.4,6.837477979331298e-06
11879,8.66,234.8,0.151,-486.4,0.0001405938266785
11880,11.47,350.3,0.063,1669.6,6.683900954244691e-05
11881,19.56,152.9,0.143,1328.6,0.0001295401964776
11882,23.1,228.8,0.099,,0.0001597122199499
11883,19.41,125.4,0.093,,1.4837034224631982e-05
11884,22.52,307.8,0.118,1114.7,0.0001441183070394
11885,12.56,293.6,0.13,-872.0,0.0001415642711714
11886,20.76,343.1,0.048,,5.239517385803781e-05
11887,18.67,80.4,0.04,1574.1,9.810175388372776e-05
11888,12.02,78.6,0.12,-471.2,9.082655222745798e-05
11889,7.63,297.1,0.061,-1426.6,4.150365370096865e-05
11890,15.48,158.9,0.149,,2.1521556710929376e-05
11891,8.04,138.6,0.111,,0.0001431561279368
11892,24.32,16.4,0.013,912.3,7.955740098643513e-07
11893,5.63,174.3,0.081,142.4,0.0001157172278024
11894,18.91,272.1,0.016,,0.0001471859518137
11895,22.69,285.5,0.106,1092.5,1.067303326069294e-05
11896,13.13,231.9,0.176,-223.4,5.975972199867947e-05
11897,10.59,151.8,0.154,1858.0,0.000131560727527
11898,16.11,115.1,0.132,842.4,0.000151137175577
11899,5.75,231.0,0.154,1335.8,0.0001012700507459
11900,7.89,116.7,0.052,-949.9,2.698473770091934e-05
11901,5.6,198.1,0.037,-1231.7,7.450285850682294e-05
11902,9.93,46.5,0.016,-1245.1,8.533142345478412e-05
11903,19.43,239.3,0.027,188.6,5.161497983469351e-05
11904,16.71,359.9,0.032,,5.808362999464344e-05
11905,18.5,105.4,0.079,-1800.3,2.897171832738509e-05
11906,8.22,134.0,0.026,,0.0001446083047796
11907,19.71,246.2,0.166,657.4,0.0001241485135375
11908,23.61,282.6,0.178,1494.2,9.950209156126788e-05
11909,11.62,313.5,0.14,-945.6,4.475603202319217e-05
11910,9.24,82.3,0.161,817.7,0.0001319538016098
11911,10.58,118.0,0.078,-1360.4,0.0001670947441061
11912,23.94,305.3,0.052,-1561.7,5.328050506366233e-06
11913,18.2,225.6,0.048,1545.9,0.0001673130031041
11914,24.07,207.7,0.068,1329.9,0.0001330294911006
11915,19.1,89.2,0.086,,7.311001985500671e-05
11916,24.16,135.4,0.029,1817.2,0.0001254190215709
11917,9.49,321.3,0.044,,0.0001173456306553
11918,11.77,287.8,0.098,697.9,3.421744065064641e-05
11919,8.92,43.9,0.026,238.7,0.000140267708674
11920,8.55,146.8,0.14,,7.243068823823682e-05
11921,17.24,249.4,0.168,-1243.3,7.714963448842025e-05
11922,18.73,335.5,0.06,1779.3,9.941789784540756e-05
11923,15.84,20.5,0.059,-650.4,3.5400294149317005e-05
11924,22.05,147.8,0.129,,7.809859200408385e-05
11925,24.37,126.8,0.026,-961.7,0.0001282967896727
11926,14.23,309.8,0.104,170.7,0.0001120277816687
11927,19.66,117.4,0.169,-628.2,7.034765150415627e-05
11928,9.67,18.1,0.17,1604.6,7.040498212412242e-05
11929,19.33,69.4,0.111,854.2,4.073586156461473e-05
11930,24.12,309.2,0.032,-1818.3,0.0001293284447837
11931,23.6,25.6,0.174,912.1,3.459558769226534e-05
11932,5.84,33.8,0.142,-1034.6,8.907417395608944e-05
11933,14.81,221.1,0.049,,0.0001011062130864
11934,15.71,186.7,0.155,1757.6,0.0001426866131353
11935,19.67,228.0,0.02,,0.0001179601540906
11936,6.04,163.9,0.16,-317.0,3.471378983449063e-05
11937,9.01,63.9,0.12,868.8,0.0001246823761853
11938,24.33,288.6,0.092,,2.0306439023502866e-06
11939,10.02,264.8,0.097,1092.3,4.020374705902022e-05
11940,7.32,48.6,0.039,,0.0001145936538075
11941,10.74,219.1,0.134,-262.5,8.311536600146983e-05
11942,18.26,271.5,0.176,765.0,3.820987439670012e-05
11943,21.64,201.4,0.083,-640.9,0.0001333746885484
11944,13.52,339.4,0.127,1292.5,6.317791662335755e-06
11945,7.07,235.3,0.06,,5.576690433291422e-05
11946,8.71,254.6,0.07,887.1,7.692127344901697e-05
11947,21.02,321.7,0.081,797.1,0.0001375384309621
11948,20.32,142.8,0.086,1447.1,0.0001565928287374
11949,16.47,0.2,0.166,159.2,0.0001161538286588
11950,6.15,249.6,0.144,560.6,9.0185155920542e-06
11951,21.16,34.7,0.046,741.2,7.740140169610128e-05
11952,23.38,302.4,0.023,,0.0001523498384588
11953,18.37,309.6,0.127,-573.2,7.177594259958478e-05
11954,16.51,109.4,0.013,-200.9,0.0001629719731261
11955,12.48,57.3,0.024,544.0,7.907792907967358e-05
11956,13.84,228.8,0.107,,4.349949092530505e-05
11957,8.77,332.2,0.056,1238.3,1.726766879116931e-05
11958,10.08,88.9,0.142,-599.9,7.44702495366052e-05
11959,24.76,244.6,0.154,1833.6,0.0001421932157828
11960,9.49,302.4,0.13,,0.00012140127253
11961,17.3,66.3,0.077,1900.4,1.0886599560182864e-05
11962,6.81,110.1,0.013,-174.5,0.0001470599408576
11963,15.65,125.2,0.065,1613.3,7.424863899187086e-05
11964,10.8,324.5,0.03,962.3,0.0001650424507911
11965,16.83,80.2,0.112,-1271.7,0.0001361986568953
11966,19.29,197.6,0.103,-132.8,0.0001393647164209
11967,21.01,27.6,0.106,,3.877527830007659e-05
11968,21.22,147.8,0.089,212.3,7.526706777443946e-05
11969,5.98,312.7,0.118,,0.0001527962027394
11970,18.52,321.5,0.07,-338.4,3.431599242220598e-05
